insert into works_on_project (researcher_id, project_id) values (70, 1);
insert into works_on_project (researcher_id, project_id) values (84, 44);
insert into works_on_project (researcher_id, project_id) values (49, 40);
insert into works_on_project (researcher_id, project_id) values (30, 42);
insert into works_on_project (researcher_id, project_id) values (40, 18);
insert into works_on_project (researcher_id, project_id) values (29, 36);
insert into works_on_project (researcher_id, project_id) values (97, 28);
insert into works_on_project (researcher_id, project_id) values (69, 16);
insert into works_on_project (researcher_id, project_id) values (33, 17);
insert into works_on_project (researcher_id, project_id) values (100, 14);
insert into works_on_project (researcher_id, project_id) values (38, 13);
insert into works_on_project (researcher_id, project_id) values (82, 31);
insert into works_on_project (researcher_id, project_id) values (100, 38);
insert into works_on_project (researcher_id, project_id) values (59, 11);
insert into works_on_project (researcher_id, project_id) values (54, 46);
insert into works_on_project (researcher_id, project_id) values (31, 42);
insert into works_on_project (researcher_id, project_id) values (84, 46);
insert into works_on_project (researcher_id, project_id) values (92, 32);
insert into works_on_project (researcher_id, project_id) values (8, 33);
insert into works_on_project (researcher_id, project_id) values (28, 40);
insert into works_on_project (researcher_id, project_id) values (67, 32);
insert into works_on_project (researcher_id, project_id) values (83, 27);
insert into works_on_project (researcher_id, project_id) values (84, 28);
insert into works_on_project (researcher_id, project_id) values (64, 44);
insert into works_on_project (researcher_id, project_id) values (73, 8);
insert into works_on_project (researcher_id, project_id) values (84, 29);
insert into works_on_project (researcher_id, project_id) values (83, 46);
insert into works_on_project (researcher_id, project_id) values (45, 5);
insert into works_on_project (researcher_id, project_id) values (56, 25);
insert into works_on_project (researcher_id, project_id) values (100, 7);
insert into works_on_project (researcher_id, project_id) values (81, 27);
insert into works_on_project (researcher_id, project_id) values (98, 22);
insert into works_on_project (researcher_id, project_id) values (12, 14);
insert into works_on_project (researcher_id, project_id) values (38, 45);
insert into works_on_project (researcher_id, project_id) values (87, 33);
insert into works_on_project (researcher_id, project_id) values (93, 48);
insert into works_on_project (researcher_id, project_id) values (26, 21);
insert into works_on_project (researcher_id, project_id) values (21, 16);
insert into works_on_project (researcher_id, project_id) values (43, 2);
insert into works_on_project (researcher_id, project_id) values (97, 47);
insert into works_on_project (researcher_id, project_id) values (64, 20);
insert into works_on_project (researcher_id, project_id) values (82, 28);
insert into works_on_project (researcher_id, project_id) values (92, 22);
insert into works_on_project (researcher_id, project_id) values (48, 18);
insert into works_on_project (researcher_id, project_id) values (79, 22);
insert into works_on_project (researcher_id, project_id) values (34, 22);
insert into works_on_project (researcher_id, project_id) values (54, 6);
insert into works_on_project (researcher_id, project_id) values (4, 26);
insert into works_on_project (researcher_id, project_id) values (80, 44);
insert into works_on_project (researcher_id, project_id) values (24, 38);
insert into works_on_project (researcher_id, project_id) values (33, 10);
insert into works_on_project (researcher_id, project_id) values (70, 23);
insert into works_on_project (researcher_id, project_id) values (13, 5);
insert into works_on_project (researcher_id, project_id) values (12, 7);
insert into works_on_project (researcher_id, project_id) values (30, 2);
insert into works_on_project (researcher_id, project_id) values (15, 18);
insert into works_on_project (researcher_id, project_id) values (4, 10);



insert into works_on_project (researcher_id, project_id) values (6, 1);
insert into works_on_project (researcher_id, project_id) values (97, 2);
insert into works_on_project (researcher_id, project_id) values (64, 3);
insert into works_on_project (researcher_id, project_id) values (80, 4);
insert into works_on_project (researcher_id, project_id) values (44, 5);
insert into works_on_project (researcher_id, project_id) values (4, 6);
insert into works_on_project (researcher_id, project_id) values (61, 7);
insert into works_on_project (researcher_id, project_id) values (88, 8);
insert into works_on_project (researcher_id, project_id) values (82, 9);
insert into works_on_project (researcher_id, project_id) values (77, 10);
insert into works_on_project (researcher_id, project_id) values (98, 11);
insert into works_on_project (researcher_id, project_id) values (10, 12);
insert into works_on_project (researcher_id, project_id) values (65, 13);
insert into works_on_project (researcher_id, project_id) values (81, 14);
insert into works_on_project (researcher_id, project_id) values (86, 15);
insert into works_on_project (researcher_id, project_id) values (82, 16);
insert into works_on_project (researcher_id, project_id) values (76, 17);
insert into works_on_project (researcher_id, project_id) values (94, 18);
insert into works_on_project (researcher_id, project_id) values (7, 19);
insert into works_on_project (researcher_id, project_id) values (50, 20);
insert into works_on_project (researcher_id, project_id) values (26, 21);
insert into works_on_project (researcher_id, project_id) values (47, 22);
insert into works_on_project (researcher_id, project_id) values (58, 23);
insert into works_on_project (researcher_id, project_id) values (2, 24);
insert into works_on_project (researcher_id, project_id) values (19, 25);
insert into works_on_project (researcher_id, project_id) values (9, 26);
insert into works_on_project (researcher_id, project_id) values (100, 27);
insert into works_on_project (researcher_id, project_id) values (27, 28);
insert into works_on_project (researcher_id, project_id) values (4, 30);
insert into works_on_project (researcher_id, project_id) values (42, 31);
insert into works_on_project (researcher_id, project_id) values (63, 32);
insert into works_on_project (researcher_id, project_id) values (81, 33);
insert into works_on_project (researcher_id, project_id) values (37, 34);
insert into works_on_project (researcher_id, project_id) values (63, 35);
insert into works_on_project (researcher_id, project_id) values (3, 36);
insert into works_on_project (researcher_id, project_id) values (63, 37);
insert into works_on_project (researcher_id, project_id) values (31, 38);
insert into works_on_project (researcher_id, project_id) values (25, 39);
insert into works_on_project (researcher_id, project_id) values (56, 40);
insert into works_on_project (researcher_id, project_id) values (56, 41);
insert into works_on_project (researcher_id, project_id) values (64, 42);
insert into works_on_project (researcher_id, project_id) values (93, 43);
insert into works_on_project (researcher_id, project_id) values (67, 44);
insert into works_on_project (researcher_id, project_id) values (75, 45);
insert into works_on_project (researcher_id, project_id) values (84, 46);
insert into works_on_project (researcher_id, project_id) values (56, 47);
insert into works_on_project (researcher_id, project_id) values (30, 48);
insert into works_on_project (researcher_id, project_id) values (24, 49);
insert into works_on_project (researcher_id, project_id) values (92, 50);



insert into works_on_project values (60,6);
insert into works_on_project values (60,12);
insert into works_on_project values (60,9);
insert into works_on_project values (60,44);
insert into works_on_project values (64,6);
insert into works_on_project values (64,12);
insert into works_on_project values (64,9);
insert into works_on_project values (92,6);
insert into works_on_project values (92,9);
insert into works_on_project values (92,12);
